Name_x,Amusement Park,Type_x,Design,Status_x,Opened,City,Region,Country,Make,Length (ft),Height (ft),Speed (mph),Inversions_x,Elements,Image URLs,Drop (ft),Duration_x,G-Force (),Vertical Angle (°),Uphill Length (ft),Downhill Length (ft),Δ Elevation (ft),Airtime Points,Crossings,Bank Angle (°),Drop_x,Unnamed: 0,year_introduced,Location,Park section,Coordinates,Status_y,Opening date,General statistics,Type_y,Manufacturer,Designer,Model,Track layout,Lift/launch system,Height,Drop_y,Length,Speed,Duration_y,Max vertical angle,Capacity,G-force,coaster_name,History,Closing date,Inversions_y,Trains,Replaced,Replaced by,General Statistics,Cost,Height restriction,Website,Coordinates_1,Coordinates_2,Status_1,Status_2,Opening date_1,Opening date_2,Coordinates_3,Coordinates_4,Status_3,Status_4,Opening date_3,Opening date_4,Flash Pass Available,Closing date_1,Closing date_2,Closing date_3,Closing date_4,Fast Lane available,Location_1,Location_2,Location_3,Location_4,Must transfer from wheelchair,Theme,Single rider line available,Restraint Style,Coordinates_5,Coordinates_6,Status_5,Status_6,Opening date_5,Opening date_6,Coordinates_7,Coordinates_8,Coordinates_9,Status_7,Status_8,Status_9,Opening date_7,Opening date_8,Opening date_9,Park section_1,Park section_2,Park section_3,Park section_4,Coordinates_10,Status_10,Opening date_10,Replaced by_1,Replaced by_2,Coordinates_11,Coordinates_12,Coordinates_13,Coordinates_14,Coordinates_15,Status_11,Status_12,Status_13,Status_14,Status_15,Opening date_11,Opening date_12,Opening date_13,Opening date_14,Opening date_15,Closing date_5,Closing date_6,Closing date_7,Closing date_8,Replaced by_3,Replaced by_4,Coordinates_16,Coordinates_17,Coordinates_18,Coordinates_19,Coordinates_20,Status_16,Status_17,Status_18,Status_19,Status_20,Opening date_16,Opening date_17,Opening date_18,Opening date_19,Opening date_20,Closing date_9,Closing date_10,Closing date_11,Closing date_12,Coordinates_21,Coordinates_22,Coordinates_23,Coordinates_24,Coordinates_25,Status_21,Status_22,Status_23,Status_24,Status_25,Opening date_21,Opening date_22,Opening date_23,Opening date_24,Opening date_25,Closing date_13,Closing date_14,Closing date_15,Closing date_16,Coordinates_26,Coordinates_27,Coordinates_28,Coordinates_29,Coordinates_30,Status_26,Status_27,Status_28,Status_29,Status_30,Opening date_26,Opening date_27,Opening date_28,Opening date_29,Opening date_30,Closing date_17,Closing date_18,Closing date_19,Closing date_20,Coordinates_31,Coordinates_32,Coordinates_33,Coordinates_34,Coordinates_35,Coordinates_36,Status_31,Status_32,Status_33,Status_34,Status_35,Status_36,Opening date_31,Opening date_32,Opening date_33,Opening date_34,Opening date_35,Opening date_36,Closing date_21,Closing date_22,Closing date_23,Closing date_24,Closing date_25,Name_y,Cost_1,Cost_2,Cost_3,Cost_4,Flash Pass available,Soft opening date,Park section_5,Park section_6,Replaced by_5,Replaced by_6,Park section_7,Park section_8,Park section_9,Replaced by_7,Replaced by_8,Replaced by_9,Acceleration,Park section_10,Park section_11,Park section_12,Park section_13,Park section_14,Park section_15,Park section_16,Restraints,Name_1,Name_2,Name_3,Name_4,Name_5,Name_6,Name_7,Name_8,Name_9,Replaced_1,Replaced_2,Replaced_3,Replaced_4,Fastrack available,Soft opening date_1,Soft opening date_2,Soft opening date_3,Soft opening date_4,Park section_17,Park section_18,Park section_19,Park section_20,Park section_21,Park section_22,Park section_23,Park section_24,Park section_25,Park section_26,Park section_27,Park section_28,Park section_29,Park section_30,Park section_31,Park section_32,Park section_33,Park section_34,Park section_35,Park section_36,Website_1,Website_2,Website_3,Website_4,Cost_5,Cost_6,Cost_7,Cost_8,Cost_9
Atlantis Adventure,Lotte World,Steel,Sit Down,Operating,10/26/2003,Songpa-Gu,Seoul,South Korea,Intamin Amusement Rides,"2,198.1",72.2,46.6,0.0,['LSM Lift Hill'],[],,1:48,3.8,72.0,,,,,,,,Atlantis Adventure,2003.0,Lotte World,,,Operating,2003,General statistics,Steel,Intamin,,Aqua Trax,,,72.2 ft (22.0 m),,"2,198.1 ft (670.0 m)",46.6 mph (75.0 km/h),1:48,72°,,3.8,Atlantis Adventure,Construction of the roller coaster began around 2000. Atlantis Adventure took around 35 billion won to construct.,,0,a single car. Riders are arranged 2 across in 4 rows for a total of 8 riders per train.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Backety-Back Scenic Railway,Crystal Beach,Wood,Sit Down,Removed,1909,Crystal Beach,Ontario,Canada,,,,10.0,0.0,,[],,,,,,,,,,,,Backety-Back Scenic Railway,1909.0,Crystal Beach,,42°52′03″N 79°03′33″W﻿ / ﻿42.8675000°N 079.0591667°W,Removed,1909,General statistics,Wood – Shuttle,,John H. Brown,,,,,,,10 mph (16 km/h),,,,,Backety-Back Scenic Railway,"Backety-Back Scenic Railway was built in 1909 by Pennsylvanian John H. Brown and construction of the coaster cost $50,000. Backety-Back Scenic Railway was the only roller coaster Brown would ever build. In 1904, however, he patented the unique track-reversal design which made the coaster a predecessor to modern shuttle roller coasters.",1926,0,2 cars. Riders are arranged 2 across in 5 rows for a total of 20 riders per train.,,,,"$50,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Baron 1898,Efteling,Steel,Sit Down,Operating,7/1/2015,Kaatsheuvel,North Brabant,Netherlands,Bolliger & Mabillard,"1,643.7",98.4,55.9,2.0,"['Dark/Show Section', 'Chain Lift Hill', 'Tunnel', 'Immelmann', 'Zero-G Roll', 'Helix']",[],123.0,2:10,,87.0,,,,,,,,Baron 1898,2015.0,Efteling,,51°38′53″N 5°03′03″E﻿ / ﻿51.648168°N 5.050830°E,Operating,"July 1, 2015[1]",General statistics,Steel – Dive Coaster,Bolliger & Mabillard,,Dive Coaster,,Chain lift hill,30 m (98 ft),37.5 m (123 ft),"501 m (1,644 ft)",90 km/h (56 mph),130 seconds[3],87°,1000 riders per hour,3,Baron 1898,History section not found,,2,3 trains with 3 cars. Riders are arranged 6 across in a single row for a total of 18 riders per train.,,,,€ 18 million[2],52 in (132 cm),,,,,,,,,,,,,,,,,,,,,,,,,,Single rider line available,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Big Grizzly Mountain Runaway Mine Cars,Hong Kong Disneyland,Steel,Sit Down,Operating,7/13/2012,New Territories,Hong Kong,China,Vekoma,"3,605.6",,34.8,0.0,"['Chain Lift Hill', 'Chain Lift Hill', 'LIM Launch']",[],,,,,,,,,,,,Big Grizzly Mountain Runaway Mine Cars,2012.0,Hong Kong Disneyland,Grizzly Gulch,22°18′37″N 114°02′33″E﻿ / ﻿22.31019°N 114.042528°E,Operating,14 July 2012,General statistics,Steel – 高鐵 – Launched,Vekoma,Walt Disney Imagineering,,,Both,,,"1,100 m (3,600 ft)",72 km/h (45 mph),3:14,,"1,728 riders per hour",,Big Grizzly Mountain Runaway Mine Cars,,,0,6 (Usually 5 for operations) trains with 4 cars. Riders are arranged 2 across in 3 rows for a total of 24 riders per train.,,,,,112 cm (3 ft 8 in),,,,,,,,,,,,,,,,,,,,,,,,Must transfer from wheelchair,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Blue Flyer,Pleasure Beach Resort,Wood,Sit Down,Operating,1934,Lancashire,England,United Kingdom,,"1,099.1",,,0.0,,[],,1:00,,,,,,,,,,Blue Flyer,2011.0,Pleasure Beach Resort,Nickelodeon Land,53°47′25″N 3°03′14″W﻿ / ﻿53.790236°N 3.053884°W,Operating,1934,General statistics,,,Charlie Paige,,,,15 ft (4.6 m),,,,1:00,,,,Blue Flyer,History section not found,,0,Single train with 5 cars. Riders are arranged 2 across in 2 rows for a total of 20 riders per train.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Boardwalk Bullet,Kemah Boardwalk,Wood,Sit Down,Operating,8/31/2007,Kemah,Texas,United States,Martin & Vleminckx,"3,236.0",96.0,51.0,0.0,,[],92.0,,,56.0,,,,,,,,Boardwalk Bullet,2007.0,Kemah Boardwalk,,29°32′47″N 95°01′02″W﻿ / ﻿29.546254°N 95.017261°W,Operating,"August 31, 2007",General statistics,Wood – Twister,Martin & Vleminckx,The Gravity Group,,,Chain Lift Hill,96 ft (29 m),92 ft (28 m),"3,236 ft (986 m)",51 mph (82 km/h),1:45,55°,800 riders per hour,3.5,Boardwalk Bullet,History section not found,,0,,,,,$3.044 million,48 in (122 cm),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Booster Bike,Toverland,Steel,Sit Down,Operating,7/27/2004,Sevenum,Limburg,Netherlands,Vekoma,"1,988.2",49.3,46.6,0.0,['Hydraulic Launch'],[],,1:08,2.5,,,,,,,,,Booster Bike,2004.0,Toverland,,51°23′51″N 5°59′03″E﻿ / ﻿51.39750°N 5.98417°E,Operating,"July 27, 2004",General statistics,Steel – Motorbike – Launched,Vekoma,Vekoma,Motorbike Coaster (600m),Out and Back,,15 m (49 ft),,"594 m (1,949 ft)",75 km/h (47 mph),1:08,,,2.5,Booster Bike,History section not found,,0,Single train with 8 cars. Riders are arranged 2 across in a single row for a total of 16 riders per train.,,,,,55 in (140 cm),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"""0 to 46.6 mph (0 to 75 km/h) in 3 seconds"".",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Candymonium,Hersheypark,Steel,Sit Down,Operating,7/3/2020,Hershey,Pennsylvania,United States,Bolliger & Mabillard,"4,636.0",210.0,76.0,0.0,"['Chain Lift Hill', 'Hill', 'Hill']",[],,2:26,,77.3,,,,7.0,,,,Candymonium,2020.0,Hersheypark,Chocolatetown,40°17′11″N 76°39′32″W﻿ / ﻿40.2863°N 76.6590°W,Operating,"July 3, 2020",General statistics,Steel,Bolliger & Mabillard,,Hyper Coaster,Out and Back,Chain Lift Hill,210 ft (64 m),216 ft (66 m),"4,636 ft (1,413 m)",76 mph (122 km/h),2:26,77.3°,,,Candymonium,"On October 3, 2018, Hershey Entertainment and Resorts revealed their ""biggest announcement ever"": a new 23-acre (9.3 ha) section of the park named Chocolatetown, as well as a new entrance plaza, both of which would open in 2020. The anchor attractions were scheduled to include a roller coaster, as well as a new shopping area and a fountain, built at a cost of $150 million. The new coaster was planned to be a hypercoaster, over 200 feet (61 m) tall, which required approval from the Federal Aviation Administration. According to the filing with the FAA, the coaster was to be, at most, 220 feet (67 m) above ground level. The FAA approved the ride.In July 2019, Hersheypark officials announced that the new roller coaster would be called Candymonium, marketed as the ""world’s sweetest coaster"". According to Hershey Entertainment and Resorts Company CEO John Lawn, ""the coaster was a key ingredient to the entire Hershey’s Chocolatetown"". By that time, the first few track pieces and part of the station had been built.In an Instagram post in October 2019, Hersheypark posted an image showing that construction on the lift hill was partially complete. In November 2019, Candymonium topped out when its lift hill was installed. The final track piece was installed in February 2020, though an opening date had not been announced at that time. Due to the COVID-19 pandemic in Pennsylvania, construction on Chocolatetown was delayed in April 2020, though construction resumed the next month and the first test train on Candymonium ran on May 6, 2020. Candymonium officially opened on July 3, 2020. Because of COVID-19 restrictions, only a limited number of guests were initially allowed in the park, and riders had to wear face masks while waiting for the ride (although they could take off their masks on the coaster).",,0,3 trains with 7 cars. Riders are arranged 4 across in a single row for a total of 28 riders per train.,,,,,54 in (137 cm),,,,,,,,,,,,,,,,,,,,,,,,Must transfer from wheelchair,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Canobie Corkscrew,Canobie Lake Park,Steel,Sit Down,Removed,1987,Salem,New Hampshire,United States,Arrow Dynamics,,73.0,,2.0,['Double Corkscrew'],[],,1:30,,,,,,,,,,Canobie Corkscrew,1987.0,Canobie Lake Park,,42°47′36.43″N 71°14′59.82″W﻿ / ﻿42.7934528°N 71.2499500°W,Removed,"1975 (Chicago Loop), 1982 (Corkscrew), 1987 (Canobie Lake Corkscrew)",General statistics,Steel,Arrow Development,,Corkscrew,,Chain lift hill,73 ft (22 m),,,45 mph (72 km/h),1:30,,,,Canobie Corkscrew,"Designed by Arrow Development, Canobie Corkscrew was first operated in 1975 as Chicago Loop at the indoor amusement park Old Chicago in Bolingbrook, Illinois. It was the second roller coaster in the world to turn riders upside down twice. It stayed at Old Chicago until the park's closing in 1980. Chicago Loop was featured in the 1978 film The Fury.
In 1985, Canobie Lake Park purchased the ride. It lay unassembled for nearly two years, because if erected it would stand taller than the town of Salem would have allowed. In 1987, Salem gave Canobie Lake Park a waiver to put up the roller coaster. It was then renamed Canobie Corkscrew.
In August 2012, Canobie Corkscrew underwent a repainting. The coaster's support systems were painted white and the track itself was painted blue. Previously, the ride was yellow with black supports.
The ride was removed after the 2021 season.",2021,2,,,,,,48 in (122 cm),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carolina Cyclone,Carowinds,Steel,Sit Down,Operating,3/22/1980,Charlotte,North Carolina,United States,Arrow Dynamics,"2,100.0",95.0,41.0,4.0,"['Chain Lift Hill', 'Loop', 'Loop', 'Double Corkscrew']",[],65.0,1:30,,,,,,,,,,Carolina Cyclone,1980.0,Carowinds,Carolina Boardwalk,35°06′15″N 80°56′37″W﻿ / ﻿35.10417°N 80.94361°W,Operating,"March 22, 1980",General statistics,Steel,Arrow Dynamics,Ron Toomer,Custom Looping Coaster,,Chain lift hill,95 ft (29 m),65 ft (20 m),"2,100 ft (640 m)",41 mph (66 km/h),1:30,53°,"1,600 riders per hour",3.5,Carolina Cyclone,"On June 21, 1979, Carowinds announced that they would be building a new roller coaster for the 1980 season. It would be called Carolina Cyclone and be the first roller coaster to have four inversions. Carolina Cyclone officially opened to the public on March 22, 1980.The ride was originally painted with red-orange track and black supports, and later bluish-green track with black supports, and later with blue track and dark gray supports. For the 2010 season, a new paint job was applied. The supports are light blue along the entire ride. The track in the final brake run, station, and from the station to the top of the first drop, is also painted light blue, but the inversions are painted yellow and the track on the first drop, turn between the corkscrews, and final helix are all painted orange.
In late 2021, the ride received yet another repaint. Multiple colors were put on the track to see how they would look. The supports are white and the entire track is turquoise blue.After the 2019 season, Carolina Cyclone received new trains from another Arrow Dynamics looping coaster, the defunct Vortex at Kings Island.",,4,2 trains with 7 cars. Riders are arranged 2 across in 2 rows for a total of 28 riders per train.,,,,"$2,000,000",48 in (122 cm),,,,,,,,,,,,,,,,,,,Fast Lane available,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carolina Goldrusher,Carowinds,Steel,Sit Down,Operating,1973,Charlotte,North Carolina,United States,Arrow Dynamics,"2,397.0",,,0.0,"['Chain Lift Hill', 'Chain Lift Hill', 'Tunnel']",[],,2:17,,,,,,,,,,Carolina Goldrusher,1973.0,Carowinds,Carolina Boardwalk,35°06′09″N 80°56′31″W﻿ / ﻿35.1025°N 80.9420°W [1][2][3],Operating,"March 31, 1973",General statistics,Steel,Arrow Dynamics,Ron Toomer,Mine Train,,Two chain lift hills,43 ft (13 m),34 ft (10 m),"2,397 ft (731 m)",30 mph (48 km/h),2:17,,"2,000 riders per hour",2.4,Carolina Goldrusher,History section not found,,0,,,,,,48 in (122 cm),,,,,,,,,,,,,,,,,,,Fast Lane available,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cedar Creek Mine Ride,Cedar Point,Steel,Sit Down,Operating,5/24/1969,Sandusky,Ohio,United States,Arrow Dynamics,"2,540.0",48.0,42.0,0.0,"['Chain Lift Hill', 'Chain Lift Hill']",[],,2:42,,,,,,,,,,Cedar Creek Mine Ride,1969.0,Cedar Point,Frontier Town,41°29′5″N 82°41′25.50″W﻿ / ﻿41.48472°N 82.6904167°W,Operating,"May 24, 1969",General statistics,Steel – Mine Train,Arrow Development,Ron Toomer,Mine Train,,Two chain lift hills,48 ft (15 m),,"2,540 ft (770 m)",42 mph (68 km/h),2:50,,2400 riders per hour,,Cedar Creek Mine Ride,"Following the success of Matterhorn Bobsleds at Disneyland which opened in 1959, the tubular steel track design pioneered by Arrow Development was in high demand at other amusement parks around the world. Arrow developed a runaway mine train concept that would be used in many of its first roller coasters. Among them was the Cedar Creek Mine Ride at Cedar Point, which opened on May 24, 1969, as the centerpiece for the new Frontiertown section of the park. It is the second oldest roller coaster at Cedar Point and has given over 62 million rides since its debut.In 2019, Cedar Creek Mine Ride celebrated its 50th anniversary. The attraction received some changes, including a new station soundtrack, special effects in the first tunnel, and mineshaft scenery in the queue.",,0,2 trains with 5 cars. Riders are arranged 2 across in 3 rows for a total of 30 riders per train.,,,,,48 in (122 cm),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Coast Rider,Knott's Berry Farm,Steel,Sit Down,Operating,5/25/2013,Buena Park,California,United States,Mack Rides GmbH & Co KG,"1,339.0",52.0,,0.0,['Chain Lift Hill'],[],,,,,,,,,,,,Coast Rider,2013.0,Knott's Berry Farm,The Boardwalk,33°50′42″N 118°00′07″W﻿ / ﻿33.84500°N 118.00194°W,Operating,"May 25, 2013",General statistics,Steel – Wild Mouse,Mack Rides,,Wild Mouse (large park),Wild Mouse,,52 ft (16 m),,"1,339 ft (408 m)",,2:30,,,,Coast Rider,"Coast Rider operates on the former site of Perilous Plunge. Perilous Plunge closed on September 3, 2012. Cedar Fair Entertainment Company filed a trademark for Coast Rider on October 22, 2012. Knott's Berry Farm officially announced Coast Rider and two other rides on November 1, 2012. The ride opened up along with the rest of the brand new boardwalk on May 25, 2013.",,0,,Perilous Plunge,,,,44 in (112 cm),,,,,,,,,,,,,,,,,,,Fast Lane available,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Colorado Adventure,Phantasialand,Steel,Sit Down,Operating,5/11/1996,Brühl,North Rhine-Westphalia,Germany,Vekoma,"4,199.5",85.3,31.1,0.0,"['Booster Wheel Lift Hill', 'Booster Wheel Lift Hill', 'Booster Wheel Lift Hill']",[],,2:55,,,,,,,,,,Colorado Adventure,1996.0,Phantasialand,Mexico,50°47′55.18″N 6°52′53.26″E﻿ / ﻿50.7986611°N 6.8814611°E,Operating,"May 11, 1996",General statistics,Steel – Mine Train,Vekoma,,Custom MK-900 M,,,85 ft (26 m),,"4,199 ft (1,280 m)",31.1 mph (50.1 km/h),2:55,,"2,300 riders per hour",,Colorado Adventure,History section not found,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Copperhead Strike,Carowinds,Steel,Sit Down,Operating,3/23/2019,Charlotte,North Carolina,United States,Mack Rides GmbH & Co KG,"3,255.0",82.0,50.0,5.0,"['Heartline Roll', 'LSM Launch', 'Loop', 'Corkscrew', 'LSM Launch', 'Cutback', 'Loop']",[],,2:24,,,,,,,,,,Copperhead Strike,2019.0,Carowinds,Blue Ridge Junction,35°06′04″N 80°56′33″W﻿ / ﻿35.1011°N 80.9426°W,Operating,"March 23, 2019",General statistics,Steel – Launched,Mack Rides GmbH & Co KG,,Launch Coaster,,LSM launch,82 ft (25 m),,"3,255 ft (992 m)",50 mph (80 km/h),2:24,,"1,200 riders per hour",,Copperhead Strike,"Whitewater Falls, a Hopkins Rides shoot-the-chutes water attraction opened in 1988, closed at the end of the 2016 season. No official reasoning was given by the park for the closure of the ride, and the ride remained standing but not operating throughout the 2017 season until it was removed. In 2018, Carowinds began teasing a new attraction for the area formerly home to Whitewater Falls. On August 30, 2018, Carowinds officially announced Copperhead Strike, along with its accompanying area, becoming the largest investment in the park's history. On October 17, 2018, construction of the ride's vertical loop and queue area were taking shape. The roller coaster opened to the public on March 23, 2019.",,5,3 trains with 4 cars. Riders are arranged 2 across in 2 rows for a total of 16 riders per train.,Whitewater Falls Sand Dune Lagoon,,,"$26,000,000",52 in (132 cm),,,,,,,,,,,,,,,,,,,Fast Lane available,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"March 21, 2019",,,,,,,,,,,0 to 42 mph (0 to 68 km/h) in 2.5 seconds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cornball Express,Indiana Beach,Wood,Sit Down,Operating,5/18/2001,Monticello,Indiana,United States,"Custom Coasters International, Inc.","2,100.0",55.0,45.0,0.0,,[],,,,,,,,,,,,Cornball Express,2001.0,Indiana Beach,,40°47′23″N 86°46′16″W﻿ / ﻿40.789791°N 86.770992°W,Operating,"May 18, 2001",General statistics,Wood,Custom Coasters International,,,Wood,Chain,55 ft (17 m),50 ft (15 m),"2,100 ft (640 m)",45 mph (72 km/h),51 Seconds,,,4.7,Cornball Express,History section not found,,0,Single train with 6 cars. Riders are arranged 2 across in 2 rows for a total of 24 riders per train.,,,,,46 in (117 cm),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
